Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location,NormCrop,NormDisease,StateLat,StateLon,AezCode
5626167,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,Gary Munkvold,,landscape,"Gary Munkvold, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626167.jpg,us_19,Iowa,Corn,White Ear Rot And Seedling Blight Of Maize,42.011539,-93.210526,TMP
5626168,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,Gary Munkvold,,landscape,"Gary Munkvold, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626168.jpg,us_19,Iowa,Corn,White Ear Rot And Seedling Blight Of Maize,42.011539,-93.210526,TMP
5626169,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Symptoms,Gary Munkvold,,landscape,"Gary Munkvold, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626169.jpg,us_19,Iowa,Corn,White Ear Rot And Seedling Blight Of Maize,42.011539,-93.210526,TMP
5626170,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Symptoms,Alison Robertson,,landscape,"Alison Robertson, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626170.jpg,us_19,Iowa,Corn,White Ear Rot And Seedling Blight Of Maize,42.011539,-93.210526,TMP
5626483,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626483.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626484,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626484.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626485,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626485.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626486,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626486.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626487,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626487.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626488,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626488.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626489,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626489.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626490,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Adam Sisson,Iowa State University,potrait,"Adam Sisson, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626490.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626491,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Symptoms,Alison Robertson,,potrait,"Alison Robertson, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5626491.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5626492,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Gary Munkvold,,potrait,"Gary Munkvold, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626492.jpg,us_19,Iowa,Corn,Corn Smut,42.011539,-93.210526,TMP
5623579,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Tristan Mueller,,landscape,"Tristan Mueller, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623579.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623580,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Tristan Mueller,,landscape,"Tristan Mueller, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623580.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623581,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5623581.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623582,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623582.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623583,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623583.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623584,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623584.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623585,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623585.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623586,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,potrait,"Adam Sisson, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5623586.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623587,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Alison Robertson,,landscape,"Alison Robertson, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5623587.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5623588,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Alison Robertson,,landscape,"Alison Robertson, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623588.jpg,us_19,Iowa,Soybean,Bacterial Pustule Of Soybean Disease,42.011539,-93.210526,TMP
5511515,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Ward Upham,Kansas State University,landscape,"Ward Upham, Kansas State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5511515.jpg,us_20,Kansas,Corn,Corn Smut,38.526600,-96.726486,TMP
5511610,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Fruiting Bodies,Ward Upham,Kansas State University,landscape,"Ward Upham, Kansas State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5511610.jpg,us_20,Kansas,Corn,Corn Smut,38.526600,-96.726486,TMP
5624627,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5624627.jpg,us_21,Kentucky,Soybean,Cercospora Blight,37.668140,-84.670067,TMP
5625043,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625043.jpg,us_21,Kentucky,Soybean,Frogeye Leaf Spot,37.668140,-84.670067,TMP
5625044,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625044.jpg,us_21,Kentucky,Soybean,Frogeye Leaf Spot,37.668140,-84.670067,TMP
5625263,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625263.jpg,us_21,Kentucky,Corn,Goss' Bacterial Wilt,37.668140,-84.670067,TMP
5625264,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625264.jpg,us_21,Kentucky,Corn,Goss' Bacterial Wilt,37.668140,-84.670067,TMP
5625393,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625393.jpg,us_21,Kentucky,Corn,Northern Corn Leaf Blight,37.668140,-84.670067,TMP
5368505,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368505.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5368506,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368506.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5368507,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368507.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5368508,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368508.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5369021,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369021.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5369022,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369022.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5369023,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369023.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5369024,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369024.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430019,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430019.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430020,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430020.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430021,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430021.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430070,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430070.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430071,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430071.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430072,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430072.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5430073,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430073.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5432158,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Tom Miller,University of Kentucky,landscape,"Tom Miller, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5432158.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5432159,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Tom Miller,University of Kentucky,landscape,"Tom Miller, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5432159.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5432160,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Tom Miller,University of Kentucky,landscape,"Tom Miller, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5432160.jpg,us_21,Kentucky,Soybean,Charcoal Rot,37.668140,-84.670067,TMP
5368994,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368994.jpg,us_21,Kentucky,Soybean,Downy Mildew,37.668140,-84.670067,TMP
5368995,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368995.jpg,us_21,Kentucky,Soybean,Downy Mildew,37.668140,-84.670067,TMP
5368996,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368996.jpg,us_21,Kentucky,Soybean,Downy Mildew,37.668140,-84.670067,TMP
5368997,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368997.jpg,us_21,Kentucky,Soybean,Downy Mildew,37.668140,-84.670067,TMP
5369087,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369087.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369088,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369088.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369089,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369089.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369090,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369090.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369091,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369091.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369092,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369092.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369093,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369093.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369094,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369094.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369095,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369095.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369096,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369096.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5369097,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369097.jpg,us_21,Kentucky,Soybean,Soybean Rust,37.668140,-84.670067,TMP
5543798,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5543798.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5543799,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5543799.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5543800,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543800.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5543801,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5543801.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5543802,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543802.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5543803,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Sign,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543803.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5543804,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Sign,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543804.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
5626217,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626217.jpg,us_21,Kentucky,Soybean,Root And Stem Rot,37.668140,-84.670067,TMP
