Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location
5606587,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606587.jpg,us_22,Louisiana
5606588,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606588.jpg,us_22,Louisiana
5606589,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606589.jpg,us_22,Louisiana
5606590,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606590.jpg,us_22,Louisiana
5606591,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606591.jpg,us_22,Louisiana
5606592,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606592.jpg,us_22,Louisiana
5606593,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606593.jpg,us_22,Louisiana
5606594,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606594.jpg,us_22,Louisiana
5606595,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606595.jpg,us_22,Louisiana
5472853,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5472853.jpg,us_22,Louisiana
5473713,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5473713.jpg,us_22,Louisiana
5473709,Ralstonia solanacearum (except Race 3 Biovar 2),Southern bacterial wilt,Southern bacterial wilt (Ralstonia solanacearum (except Race 3 Biovar 2) (Smith 1896) Yabuuchi et al. 1996),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5473709.jpg,us_22,Louisiana
5473710,Ralstonia solanacearum (except Race 3 Biovar 2),Southern bacterial wilt,Southern bacterial wilt (Ralstonia solanacearum (except Race 3 Biovar 2) (Smith 1896) Yabuuchi et al. 1996),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5473710.jpg,us_22,Louisiana
5473711,Ralstonia solanacearum (except Race 3 Biovar 2),Southern bacterial wilt,Southern bacterial wilt (Ralstonia solanacearum (except Race 3 Biovar 2) (Smith 1896) Yabuuchi et al. 1996),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,potrait,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5473711.jpg,us_22,Louisiana
5473712,Ralstonia solanacearum (except Race 3 Biovar 2),Southern bacterial wilt,Southern bacterial wilt (Ralstonia solanacearum (except Race 3 Biovar 2) (Smith 1896) Yabuuchi et al. 1996),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,potrait,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5473712.jpg,us_22,Louisiana
5411487,Remotididymella destructiva,,Remotididymella destructiva,garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5411487.jpg,us_22,Louisiana
5472861,Sclerotinia sclerotiorum,Sclerotinia timber rot,Sclerotinia timber rot (Sclerotinia sclerotiorum (Lib.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5472861.jpg,us_22,Louisiana
5472862,Sclerotinia sclerotiorum,Sclerotinia timber rot,Sclerotinia timber rot (Sclerotinia sclerotiorum (Lib.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5472862.jpg,us_22,Louisiana
5411488,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Don Ferrin,Louisiana State University Ag Center,landscape,"Don Ferrin, Louisiana State University Agricultural Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5411488.jpg,us_22,Louisiana
5626386,Xylaria necrophora,,"Xylaria necrophora Garcia-Aroca, P.P. Price, T. Allen, M. Tomaso-Peterson & V.P. Doyle",soybean,Glycine max,Sign,Trey Price,,landscape,"Trey Price, LSU AgCenter, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5626386.jpg,us_22,Louisiana
5626387,Xylaria necrophora,,"Xylaria necrophora Garcia-Aroca, P.P. Price, T. Allen, M. Tomaso-Peterson & V.P. Doyle",soybean,Glycine max,Symptoms,Trey Price,,potrait,"Trey Price, LSU AgCenter, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5626387.jpg,us_22,Louisiana
5626388,Xylaria necrophora,,"Xylaria necrophora Garcia-Aroca, P.P. Price, T. Allen, M. Tomaso-Peterson & V.P. Doyle",soybean,Glycine max,Symptoms,Trey Price,,potrait,"Trey Price, LSU AgCenter, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5626388.jpg,us_22,Louisiana
5626389,Xylaria necrophora,,"Xylaria necrophora Garcia-Aroca, P.P. Price, T. Allen, M. Tomaso-Peterson & V.P. Doyle",soybean,Glycine max,Symptoms,Trey Price,,potrait,"Trey Price, LSU AgCenter, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5626389.jpg,us_22,Louisiana
5626390,Xylaria necrophora,,"Xylaria necrophora Garcia-Aroca, P.P. Price, T. Allen, M. Tomaso-Peterson & V.P. Doyle",soybean,Glycine max,Symptoms,Trey Price,,potrait,"Trey Price, LSU AgCenter, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5626390.jpg,us_22,Louisiana
5530063,Alternaria,Alternaria black molds / stem cankers,Alternaria black molds / stem cankers (Genus Alternaria Nees),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530063.jpg,us_23,Maine
5530064,Alternaria,Alternaria black molds / stem cankers,Alternaria black molds / stem cankers (Genus Alternaria Nees),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530064.jpg,us_23,Maine
5530065,Alternaria,Alternaria black molds / stem cankers,Alternaria black molds / stem cankers (Genus Alternaria Nees),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530065.jpg,us_23,Maine
5530066,Alternaria,Alternaria black molds / stem cankers,Alternaria black molds / stem cankers (Genus Alternaria Nees),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530066.jpg,us_23,Maine
5530067,Alternaria,Alternaria black molds / stem cankers,Alternaria black molds / stem cankers (Genus Alternaria Nees),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530067.jpg,us_23,Maine
5505688,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505688.jpg,us_23,Maine
5505689,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505689.jpg,us_23,Maine
5505690,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505690.jpg,us_23,Maine
5505691,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505691.jpg,us_23,Maine
5505692,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505692.jpg,us_23,Maine
5505693,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505693.jpg,us_23,Maine
5505694,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505694.jpg,us_23,Maine
5505695,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505695.jpg,us_23,Maine
5505696,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505696.jpg,us_23,Maine
5505697,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505697.jpg,us_23,Maine
5505698,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505698.jpg,us_23,Maine
5505699,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505699.jpg,us_23,Maine
5528796,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5528796.jpg,us_23,Maine
5528797,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5528797.jpg,us_23,Maine
5528798,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5528798.jpg,us_23,Maine
5528799,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5528799.jpg,us_23,Maine
5528800,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5528800.jpg,us_23,Maine
5530075,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530075.jpg,us_23,Maine
5530076,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530076.jpg,us_23,Maine
5530077,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530077.jpg,us_23,Maine
5530079,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530079.jpg,us_23,Maine
5530080,Botrytis,gray molds,gray molds (Genus Botrytis P. Mich. ex. Pers.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530080.jpg,us_23,Maine
5427612,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427612.jpg,us_23,Maine
5427613,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427613.jpg,us_23,Maine
5427614,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427614.jpg,us_23,Maine
5427615,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427615.jpg,us_23,Maine
5427616,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427616.jpg,us_23,Maine
5427617,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427617.jpg,us_23,Maine
5427618,Cristulariella,leaf spots,leaf spots (Genus Cristulariella Höhn. 1916),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5427618.jpg,us_23,Maine
5505700,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505700.jpg,us_23,Maine
5505701,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505701.jpg,us_23,Maine
5505702,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505702.jpg,us_23,Maine
5505703,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505703.jpg,us_23,Maine
5505704,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505704.jpg,us_23,Maine
5505705,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505705.jpg,us_23,Maine
5505706,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505706.jpg,us_23,Maine
5505707,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505707.jpg,us_23,Maine
5505708,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505708.jpg,us_23,Maine
5505709,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505709.jpg,us_23,Maine
5507075,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507075.jpg,us_23,Maine
5507076,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507076.jpg,us_23,Maine
5507077,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507077.jpg,us_23,Maine
5507078,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507078.jpg,us_23,Maine
5507079,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507079.jpg,us_23,Maine
5507080,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507080.jpg,us_23,Maine
5507081,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507081.jpg,us_23,Maine
5505710,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505710.jpg,us_23,Maine
5505711,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505711.jpg,us_23,Maine
5505712,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505712.jpg,us_23,Maine
5505713,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505713.jpg,us_23,Maine
5505714,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505714.jpg,us_23,Maine
5505715,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505715.jpg,us_23,Maine
5505716,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505716.jpg,us_23,Maine
5505717,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505717.jpg,us_23,Maine
5529663,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5529663.jpg,us_23,Maine
5529664,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5529664.jpg,us_23,Maine
5529665,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5529665.jpg,us_23,Maine
5529666,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5529666.jpg,us_23,Maine
5530073,Sclerotinia sclerotiorum,Sclerotinia timber rot,Sclerotinia timber rot (Sclerotinia sclerotiorum (Lib.) de Bary),garden tomato,Solanum lycopersicum,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5530073.jpg,us_23,Maine
